,0
0,@Nikhilsulghur @zapper_fi https://t.co/93Pea660Xm does a good estimation on returns. Could be a little off.
1,"@Nikhilsulghur @zapper_fi We don't get taxed on our holdings either way so don't necessaruly need a value estimation tool.
Every sell order gives us the value on the day the asset was sold ( etherscan)
That helps workout approximate gains."
2,"@Ankit_A While a pain in my A**, yes. That's what I am doing."
3,@Nikhilsulghur Yeah you should. But you still need to figure out your expenses and account for all your trades so you can figure out your net income from the same. Of the top of my head I would have paid twice as much If I hadn't dug deep and figured the details.
4,"If anybody wants help breaking down your Etherscan transactions for NFT taxes this year, hit me up and I'll try sharing a template. It's not the best and has manual work to be done but I was able to wrap up working through 150+ transactions ( minor) and a quarter major ones."
5,@FFVV1211 @BYOPills A full set seems to be the popular opinion. Maybe apostles and land if you wanna go for it.  Or apostles and a pill.
6,@_benxit_ Oh no
7,"@danielgothits I did see this.  Though it wasn't on video but instead on Clubhouse.
8-10 collectors + the entire audience had time to listen to pitches and then some time to ape into projects they loved. (These were individual artists)"
8,This looks so cool! https://t.co/0BMRZgBrlW
9,"""Go the extra mile, it's usually less crowded"" https://t.co/vxKzRj2jdg"
10,Was going through some of my early transactions and it felt really weird looking at a $5 gas fee to buy me some NFTs.
11,Woah I go away for a couple hours and what just happened?👀 https://t.co/S2XA2NGrbG
12,"@PEL0L0C0 @TheShamdoo @JTNTTX I'm assuming if it's through the DAO, the holders would."
13,@Naina_2728 Always been the case.
14,No wonder people think it's all a ponzi. https://t.co/kn3dPFJsqM
15,@DheerajShah_ Not sure how to react......
16,Magic internet money?👀 https://t.co/5qylm8EcNs
17,"Have y'all noticed the war on crypto?
From Canada, to Russia to the United States every single one of them has in some form requested the seizure of crypto assets in custodial wallets &amp; even non-custodial (Canada lol) 

Not your keys, not your coins."
18,Decentralized to centralized and back to decentralization. https://t.co/vhpBGi4bUf
19,RT @SmokezXBT: Everyone who just took profit selling their @nftworldsNFT after snapshot i highly advise you buy some BYOland by @BYOPills…
20,@0x_fxnction Fork kevin and give him the spotlight he deserves.
21,"Not your keys, not your nothing. https://t.co/zPaGVvXcTg"
22,"@jamesrichardfry @Ledger @WaffleFrens Wow lol. That was a condescending comment? No. It wasn't.
That was a genuine security concern. 
I wouldn't have asked the question if you had specified the same in your original tweets. 🙂
Good luck!"
23,"@jamesrichardfry @Ledger @WaffleFrens Umm I'm hoping it's giving away ETH to get a ledger and not a ledger itself, cause that's the opposite of what one should be doing."
24,This👇 https://t.co/sQUvoCJOuN
25,RT @akshaybd: Co-authored a piece with @kashdhanda on the importance of the right to exit within DAOs. We're committed to protecting this r…
26,"@shaman4646 Tone of garbage!  I've had people complain in my DMs and call me entitled for not acknolwedging the trash i got sent ( even though they never let me know it was them)
Either way it's the scammiest thing and I would never click on those."
27,"@undermyhood Lol
It's funny how I snapped the exact same thing a week ago in mumbai. https://t.co/9gwOnYOcf2"
28,I've had an invisible buddy long before y'all did. And it didn't even cost as much. https://t.co/4N0klrDDgv
29,@saadjhk @kayprasla onboarding users and allowing them to benefit without needing to understand every single detail about the blockchain will be vital. Just the way the internet works today. Cleaner onboarding experiences + obvious utility missing in the old world.
30,"@saadjhk @kayprasla True. + Most people do not have the bandwidth to comprehend the underlying tech while using a product/service that makes their life easier. As we build the world of gamefi, defi, digital assets &amp; other numerous use cases"
31,@adityashertg @TakeoffTone Yup. I am very careful and spend an awful lot of time just reading licensing agreements because of these sneaky founders.
32,"@saadjhk @kayprasla it's also cause talking about it rn seems to garner a lot of hate just because people associate it to its volatility, scams and other shortcomings which is obvious with any new technology. It's a slow process of educating people. We'll get there."
33,"@TakeoffTone Yeah I used to think it was an obvious part of any project. But lately I've noticed a lot of projects have decided to retain complete control of their IP and all we receive as a collectible series which was the ""first nft collection"" from the brand. Gotta stay sharp!"
