,0
0,@darcythewatson 😂😂😂
1,@weMONKEYBASE @Alina_nast Thanks for joining in the space!!
2,@A1R_RUN you a hoe 😂🔥🔥🔥🛹🛹 #skateboarding #skatetwitter
3,Thank you for challenging me to break barriers to create a new lane in the industry and developing a new service addition to a traditional process. I always keep mind open to all new business opportunities 🙏🏼🙏🏼🚀🚀🚀🛹🛹🛹🛹🛹🛹🛹🛹 https://t.co/js4f8UvwCX
4,@A1R_RUN @USASkateboard 😳
5,@skateintel omg what board is that 😳😳😳
6,@DiscoverXnft I create and deliver skateboards for some dope projects activating thier roadmaps  @KingOfFling @BlackSheepSCNFT @BoredApeTeen @KangarooHeroes #andmanymore
7,@_ChrisPoeUp KICKFLIP GANG ENTERED ✅✅✅
8,Let's start a kickflip thread? Skate fam post your clip! #skateboarding #skatetwitter #kickflip #NFTs https://t.co/xqHYzOJsmK
9,@KingOfFling @Chimp_Club dev talk  😂
10,@CakeNygard pew pew pew pew bitches 😂
11,@jpcoovert clips doe??? post em!
12,@KingOfFling @Chimp_Club it will be sealed under the epoxy resin   so it would be hard to extract haha
13,@RealDanODowd @elonmusk damnn boi
14,@KingOfFling @Chimp_Club im putting some shiny stuff in it too    some pieces of moon rock i crushed into shiny dust
15,@Chimp_Club @KingOfFling #skateboard #nft #skatetwitter #art https://t.co/XCI11oBSwc
16,Invader Zim grip on the IF deck   looking 🔥 #skateboarding #skatetwitter #nft https://t.co/I9jHbVmDsI
17,@garrettginner window flex
18,@dzverNFT @DaughterOfOdinM yooo wtf 🔥🔥🔥🔥
19,New IF deck set up! #skateboarding #skatetwitter https://t.co/TR6WsNXW8S
20,GM! Tail slide to fakie by @RealDirtWeasel  #skateboarding #skatetwitter #nft #photography https://t.co/BvR13oncEx
21,@CryptoStorm__ 🙋🏻‍♂️🙋🏻‍♂️🙋🏻‍♂️🙋🏻‍♂️
22,@leaplottery @RealDirtWeasel hit this guy up  asap
23,💯💯💯💯 https://t.co/MhJNKtkusH
24,💯💯💯💯💯🔥🔥🔥🔥🔥 https://t.co/ALPSM4pDvZ
25,@CloudyDaysNFT 👁👁👁👁👁🛹
26,giving back to the youth! 🛹 #skateboarding https://t.co/9dmtUC8mnV
27,GM! Shirt Design we released a while back! Probs bringing it back 😂 #skateboarding #skatetwitter #nft https://t.co/VGPgCLbZP7
28,@ballusworld 💯💯💯💯
