,0
0,Ngl this is cool af @Worldwide_WEB3 https://t.co/cPFfdh6Sar
1,Bullish @Worldwide_WEB3 https://t.co/YUgGIbFYJC
2,"RT @WebbEmotional: You can now build your @Worldwide_WEB3 apartment, hang your NFTs and house your NFT pets.

It's also 100% playable insid…"
3,RT @Punk_2070: Gonna tell my kids this was Putin https://t.co/oHm0YXc8ti
4,@thomasjeans @doodles But I cannot see where I’m going sir https://t.co/ayhZA0XkLV
5,@Gee__Gazza Ξ
6,@crispylines Ngmi
7,@basedkarbon They missing tubby cats
8,@0x_Vinyl I am under watwer
9,@thecryptoq I cant see where I’m going https://t.co/5pwZgxg5Px
10,RT @DiscoverXnft: BREAKING: Q1 extended 3 months after zero NFT projects deliver on Roadmap promises
11,@OttoSuwenNFT @NFTLlama Return of noundles lol 😂
12,@kamins28 @UncJoe33 @cryptoliege 💀💀💀💀
13,@RealCryptoCoach @malcode_eth I think that’s where the inspiration came from 💀💀💀
14,@wabdoteth Drop your panties
15,@boredape2417 THIS.
16,RT @boredape2417: The evolution of #NFT Twitter the past couple of months 💰🔥🐉 https://t.co/M2NR97dc8u
17,@cryptoliege Unpack and stay home
18,@__chidz__ I only read his discord calls
19,RT @WinvestOne: That escalated quickly https://t.co/IAfAFDHEOZ
20,@CloutedMind @doodles Let’s go https://t.co/WfNxepXQqR
21,@MidwitMilhouse Me plz 5
22,@0xHarshEth @doodles @burnttoast I cant see where I’m goin https://t.co/6MIaGRKeLP
23,I cant see where I’m goin https://t.co/f9tY6IdwFo https://t.co/6SeGgcpTiJ
24,"RT @kevinmfers: ""wen WL?"" - KEVIN DOESN'T LIKE WLs. NO WL.

""wen mint?"" - STEALTH LAUNCH. LESS THAN 24 HRS. BUT YOU CAN SLEEP NOW SINCE KEV…"
25,@rexwub Another one too
26,RT @itsdpark: Kevin's Heart https://t.co/YKlx4uIUqz
27,@rexwub @doodles Omg you got the head
28,@rexwub @doodles 100 floor rn 😂
29,@rexwub @doodles Lfggggg https://t.co/bZYLOIn2Cz
30,"RT @doodles: We've made contact. Introducing Space Doodles 🚀💫

ONLY Launch your Doodle into Space at: https://t.co/ildvabA6Az

Docs: https:…"
31,#NewProfilePic lfggggggg https://t.co/UnikH81s29
32,"RT @kevinmfers: FLOOR OF PIXELMON KEVINS IS 7.2 ETH

WHAT'S THE FLOOR GONNA BE ON THIS GUY?

BETTER BE ""--"" BECAUSE NONE OF YOU SHOULD EVER…"
33,RT @breezy_996: https://t.co/rW7ohBGmUI
34,@DiscoverXnft 7
35,@Josh_Steele @FlurETH Yeah it’s actually pretty dope
36,@stikman Yeah it’s bad and it was mostly last month
37,@ooskage 7
38,"RT @austin_hurwitz: How to record your screen with audio for space @doodles 
1. Cmd + Shift + 5
2. Click Options
3. Select macbook micropho…"
39,"RT @kevinmfers: WHAT'S UP #MFERS. 
THE KEVINS ARE COMING

Follow + RT this post for a surprise 🎁
Early kevins will be noted 👀 https://t.co/…"
40,@NFTLlama Y they all buying them all rn then huh ?
41,@OttoSuwenNFT Lives of Kevin flying
42,"RT @dylanorrelI: thanks @doodles, Space Doodles is an absolute game changer 💯 https://t.co/U5eomDmoaC"
43,@Nate_Rivers @KeyboardMonkey3 Gurl u thicc that really you ? I’ve got 2 Ξ for some feet pics if so dm me
44,@Josh_Steele @ThePossessedNFT @rexwub You’ve been warned. If there’s one whitelist to grind for this month 👀👀
45,YES YOU FOOLS DUMP DUMP DUMP DUMP YOUR @CoolmanUniverse DUMP YOUR @doodles DUMP YOUR @tubbycatsnft IM READY WITH ETH WAITING
46,RT @ThePossessedNFT: You don't need to do anything right now to claim your spot in the trials |||||| We'll be releasing a little something…
47,RT @ThePossessedNFT: It was only yesterday we were celebrating the posse hitting 10k. We’ve now doubled up! Insane 🙌 welcome aboard friends…
