,0
0,@justfornfts 3eth
1,"@CryptoMories This seems like more of a win for OpenSea than it does for the mories. They put you guys through hell, STILL haven't verified you, and now they'll continue to make fees from your sales... Why not just stick with LooksRare?"
2,@victhorialima Local NJ streetwear shop started a project and all of the utilities are IRL utilities @RareRosesNFT
3,"RT @RareRosesNFT: We’re so excited to introduce the RoseMap 1.0! 🌹

To celebrate this, we’re giving away 10 WL spots!
Follow, RT, &amp; Tag 2 f…"
4,this how celebrities tweet 3 days before they drop a shitty NFT project https://t.co/cAOhemnhDE
5,@0xGroovy @0xApeMfers keep doing what you’re doing bro!! i minted because of you pushing it and i know several other @0xApes_NFT members did as well. only a matter of time before it 🚀
6,@SmileFckrs no thanks!
7,@xinusu we survivors 🤣
8,@richerd Somebody said the reveal was like opening a spongebob pop cicle🤣🤣🤣 https://t.co/4MZAp3n4F7
9,RT @APompliano: The Vice Prime Minister of Ukraine asked Elon Musk to get Starlink internet service to Ukraine and Elon responded 10 hours…
10,@Dentinmyhead you cried your way to a 450eth sellout bro let it go
11,@splinteeray yall accept volunteers??
12,@0xGroovy @0xApeMfers I minted some just for you 🤝 https://t.co/dIpYmN2FPd
13,@VillaRoseCQ and now people calling NFTs and crypto a fad
14,@Ukraine wen mint?
15,@justfornfts wow and to think i got bullied in middle school for having invisible friends
16,@SuperlativeApes @VillaRoseCQ @VillaRoseMJ @Tweet__Ro
17,"RT @SuperlativeApes: 🌈 1 FREE M2 MUTANT SLAPE 🌈

1️⃣ RETWEET
2️⃣ TAG 3 FRIENDS

(Public-sale starts in 1.5 hours!) https://t.co/RqpHb3p0Gt"
18,@RareRosesNFT nah that’s clean as hell
19,@Alex34992584 @Mr_Shanen @SuperlativeSS it has to be the same wallet that you hold your SSS with
20,@justfornfts $1B net worth. and he said those pajamas were a gift 🤣
21,is vitalik wearing pajamas for his keynote at #ethdenver https://t.co/vlvbyyL18b
22,@RareRosesNFT looking clean as hell
23,@Big_city_bright buy more ETH
24,@khamm91 @schoeffeljoe @SuperlativeSS oh okay dope. Do you know how long we have to mint the repus? Like could I just sit on the artifact for a while?
25,@khamm91 @schoeffeljoe @SuperlativeSS yo what happens to the original SSS after you claim repus?
26,@SuperlativeSS What happens to the original after claiming the repus?
27,@Mr_Shanen @SuperlativeSS Click the “claim artifact” button
28,@Delta_Flare free @deadmau5 concert at #ethdenver. event and open bar hosted by @harmonyprotocol
29,welcome to crypto https://t.co/Yq7S0ljTYP
30,@TradingFemale @TradingFemaIe got a dm from them and was so confused
31,@0xApes_NFT LFG #YellowArmy https://t.co/oB68UO3vgD
32,@thedropnft @0xApes_NFT #YellowArmy https://t.co/TL5xsR6kEY
33,"RT @Blockworks_: NEW: The New York Stock Exchange filed trademarks to launch an NFT marketplace

- Bloomberg"
34,@Ape2047 you forgot @AdamBombSquad
35,@VillaRoseCQ @0xApes_NFT yes
36,@VillaRoseCQ @VillaRoseMJ 🤣🤣🤣🤣🤣
37,"@sagsz_ @0xApes_NFT @CoolGirlsNFT @rNFTcommunity np, keep us updated on your progress! I just dropped a follow :)"
38,People are really fudding $LOOKS because the devs carried through with their plans and are being paid accordingly. The ignorance in this space is embarrassing.
39,"@sagsz_ @0xApes_NFT @CoolGirlsNFT @rNFTcommunity Photoshop, Illustrator, and Figma seem to be the most popular for design. Figma is free."
40,"RT @KGB_8472: I honestly do not get the $LOOKS hate @LooksRareNFT is actually paying people for using their platform, what is @opensea doin…"
41,@Mr_Gdaddy drove up here from the tampa area 🤙
42,#YellowArmy #ETHDenver https://t.co/l6ja6ViqHK
43,@BasedDaddyDemon i’ve just been calling them “new apes” 😅
44,@0xGroovy @Cyber_Gorillas seems like a good project. They have P2E functionality coming out next week.
45,@TurtIeBoii Danggg when is mint??
46,@DavidLeobrik @0xApes_NFT LFG https://t.co/NhhD19cdM1
47,@ParisHilton I heard @BrantlyMillegan may be looking for a new gig
48,@marleanin @LuciferNetflix Dang you got me I am sorry mr morningstar pls show mercy
49,Web2 me vs Web3 me #YellowArmy https://t.co/dmyi9uen0x
50,"All I see on the timeline now is #YellowArmy and I wouldn’t want it any other way 

🟨 🟨 🟨 🟨 🟨 🟨 🟨 🟨 🟨 🟨 🟨"
51,they really marketed HAPE as “8k next generation art” lmaooo https://t.co/3wnWjw6K5Z
52,@Twitter just added downvotes. Much needed imo https://t.co/AS3mbjPlgr
53,@Albrtfs @0xApes_NFT 🟨🟨🟨🟨 https://t.co/0ThFrJLKcN
54,@alexrainbeaux @0xApes_NFT yeah you got me 👀
55,@thevicinius 🤝
56,#NewNFTProfilePic #YellowArmy @0xApes_NFT https://t.co/esfeCTK7dB
57,@thevicinius @0xApes_NFT Just copped 🤝 https://t.co/p4grufOeJN
58,LFG 🟨🟨🟨🟨 #YellowArmy #TribeStrong https://t.co/wCMG67407z
59,RT @TradingFemale: Going to the @opensea marketplace is a habit. But once you start going to @LooksRareNFT you realize it was never even th…
60,@YoBoyTazz @VillaRoseCQ @0xApes_NFT Dude asked for a handout and didn't even hit the follow button 😪🤣
61,@VillaRoseCQ @0xApes_NFT yep let me go ahead and get the hardware wallet ready
62,If this gets 25 retweets I'll buy another @0xApes_NFT #YellowArmy #0xApesTrilogy 👀🟨🟨🟨
63,Can I get a gm? #YellowArmy #Planetofthe0xApes https://t.co/HZytDMQ977
64,"20 new followers in 20 minutes of joining the fam #YellowArmy @0xApes_NFT 

What a dope community 🔥🚀 https://t.co/erNLZ8kExQ"
65,"Just joined the tribe 🟨🟨 #YellowArmy @0xApes_NFT 

(bought on @LooksRareNFT of course) https://t.co/onWzJ7Xz29"
66,@topshotfund Fully agree that @nft is a terrible account-shilling bullshit NFT project. But don't just pin this on Cuban? I've never once heard or seen him even mention that investment. He probably doesn't even know what's going on with it.
67,@Djoir https://t.co/tzmMRB4oCP
68,@solana releasing #SolanaPay is really cool and hopeful. I will be looking into the platform and recommending it to my web2 clients.
69,@VillaRoseMJ gm
70,"RT @coachella: Find your one-of-a-kind Coachella Key, and unlock lifetime festival passes &amp; unique on-site experiences for 2022 like on-sta…"
71,@softandpoetic 😂😂
72,@Tweet__Ro Bro you gotta put me on some of these SOL buys I just bought my first SOL nft the other day
73,@softandpoetic 60 on a g??? this aint weed we talking about huh https://t.co/kUqbNmWQda
74,@justfornfts 😂😂
75,"RT @coachella: Introducing Coachella Collectibles NFTs 🎡 Lifetime festival passes, digital collectibles redeemable for physical items &amp; mor…"
76,@19eightyio @AdamBombSquad def do it. they will continue to 📈 https://t.co/0orX4prweJ
77,"Had to jump in and get my @thehundreds  @AdamBombSquad and @smilesssvrs collab merch 🤝

🚀🚀🚀 https://t.co/S5cUOvktOK"
78,"@probablynxthing @icy_tools I was able to spot @eggheadsclub and somehow minted during their ""presale"" so that was a good flip. Bought 2 for .1 and sold one immediately for 0.11. Others are @ZombieFrens @The_DASK @Cyber_Gorillas"
79,I bought @icy_tools premium last night and made my money back in less than 2 hours 🤧
80,@mattmedved @AdamBombSquad all the way https://t.co/SBgJd94U14
81,Found the @doodles mural in Miami today 🔥 https://t.co/aM1pNaoaXQ
82,Dips like this is why i’m scaling the cash flow business.
83,@VillaRoseCQ 🤣🤣
84,Not to brag but i sold right before the dip 😮‍💨
85,@justfornfts I won a 10ETH giveaway this morning. All they needed was my seed phrase so i should have that by tonight!! 🙏
86,mfs will steal at the mall and the same day go on YouTube and comment “NFTs are such a scam”
87,@VillaRoseMJ gm
88,Dude what the fuck i just got home and found my roommate sleeping on my bed ? https://t.co/o7WRm3B35P
89,@softandpoetic This is sick. I’m considering it when my lease is up in May.
90,@softandpoetic 🤣🤣
