,0
0,🇺🇦
1,RT @NFTann3r: I JUST GOT THE 1/1 OF ONE OF THE MOST HYPED PROJECTS IN 2020 LETSSS GOOOOOO!!!! THANK YOU TO EVERYONE WHO HELPED ME IN LEARNI…
2,"RT @0xMAYC_NFT: Our reveal is ight and it's looking out of this world!

Our mint is live: https://t.co/I6jRGofohk

Join the hottest new 0x…"
3,RT @trashBird13: Just a mutant getting married in the Maldives @BoredApeYC #mayc #bayc #maldives #wedding https://t.co/VVYKVmjamJ
4,"1 person among the first 6000 who retweet, follow me and turn on 🔔 will win @BoredApeYC MUTANT #24220 worth 18,3 ETH ($54,056.19) (yes for real, look at my wallet) (the last winner didn't contact me)

#NFTs #NFTGiveaway #NFTCommmunity #BAYC https://t.co/LYsB6RyPsd"
5,"@drunksenseii @cryptonaetor If I blocked you, how do you come to my page and write comments? And on top of everything else, you were also unfollowed me... I think it's worth asking the community a question - what should I do in this case. https://t.co/JoXvSpE2Sg"
6,@drunksenseii @cryptonaetor WTF?? https://t.co/oCUr3Sss5p
7,"@cryptonaetor @drunksenseii Sure, if he does not respond within 12 hours, I will launch a new raffle"
8,"@cryptonaetor I have contacted him, at the moment he has not responded yet"
9,"I'm trying to retweet a tweet, but for some reason something else is being retweeted..."
10,how?
11,"@0xMAYC_NFT Winner 🏆: @nycpyro

✔️ https://t.co/zYr7xWoJWH"
12,"RT @hoomaneth: couldn't hold back and minted 30 NFTs 🟡 #YellowArmy 

1 @0xMAYC_NFT among the first 300 retweets"
13,@James_Adams32 @AzukiZen https://t.co/ZXzBlHbuwV
14,"1 person among the first 6000 who retweet, follow me and turn on 🔔 will win @AzukiZen  #207 worth 13.2 ETH ($35,904.53) (yes for real, look at my wallet)

#NFTs #NFTGiveaway #NFTCommmunity #azukizen https://t.co/20BAZm6Dax"
15,gn 🟡 army
16,"@spongeguy31 @0xCDBNFT I checked their contract, everything is fine"
17,Am I going to bed tonight? A lot of 0x launches 🟡
18,"couldn't hold back and minted 30 NFTs 🟡 #YellowArmy 

1 @0xMAYC_NFT among the first 300 retweets https://t.co/po0aLpRvmo"
19,I see all of you 👀
20,@HomerVechain @0xMAYC_NFT i thought it said 19th too 🤣
21,@HomerVechain @0xMAYC_NFT FEB 20TH
22,gm apes
23,RT @NFTethics: 1/ CerealClub that is minting today is a scam. Associated with Squiggles and having a mint price of 0.5 (via a Dutch auction…
24,"RT @SpencerTarring: Yep, I just joined the #boredapeyachtclub and I have totally lost my mind. Picked up this one, ranked #57 by rarity for…"
25,"RT @OzTheApe: Alright so how low we letting $LOOKS go? 

I feel like we may not be done bleeding but i want MORE"
26,"@nftgirl2222 @viciouscat @doodles Guys, in the last giveaway we could not get 6K retweets"
27,@TheCryptoGen @doodles Fake? You see 5K RT? https://t.co/I9Wmhrh2Vu
28,GM NFT FAM ☀️
29,"RT @Crypknid: Prediction: @BoredApeYC and @coinbase will collaborate on a #SuperBowl commercial to launch $ApeCoin
3D Ape is from the comme…"
30,RT @hoomaneth: giveaway?
31,giveaway?
32,RT @bejado: Web2 vs. Web3 https://t.co/IsfXhuObTd
33,RT @Ape2047: love reading old hape tweets https://t.co/qH8Eibbx6Y
34,"RT @HAPEBEASTGANG: We said fully 3D. Coming later in Phase 1.

🦍🤍🍌™️ https://t.co/3j0CyLkWkZ"
35,gn fam
36,99 $ETH or @BoredApeYC ?
37,I will choose the winner within 1 hour 👇 https://t.co/cAFYHHDSAy
38,"RT @Mr_Unknown_HK: Who want some @BoredApeYC Red Pocket  🧧?? 

Love the tee n beanie!!! 
#MAYC #BAYC #LunarNewYear https://t.co/8M2MTlufxS"
39,"Just had a phone call with an NFT startup that chose Solana over Ethereum, because if they have a problem they “can pick up the phone and call the CEO of Solana”."
40,@k_atravi yep
41,"@introspektif BAYC, MAYC, Doodles &amp; Azuki"
42,probably nothing 🤣 https://t.co/jSYCcbDTuW
43,it seems to me that the NFT market looks the same as in August. iam bullish
44,"How have you been, apes?"
45,gm. apes 🐵 floor is lava https://t.co/4dbbOEXTuI
46,"$ETH is up, $LOOKS still mooning, and my dick is hard af"
47,"Turn on notification and retweet, something big is coming ⚡️⚡️⚡️"
48,RT @nftpres: Time to leave @opensea and make our way over to @LooksRareNFT - the team and the product clearly don’t care about their users.…
49,"gn apes, punks, cats,  ....... 👇"
50,Turn on notif and retweet ⚡️
51,GN FAM
52,@MetaSkullsNFT 5
53,Anyone feel like the mutant game is much harder than the ape version? 😂
54,GM NFT COMMUNITY ☕️
55,gn fam
56,FLOOR 90 $ETH 🔥🔥🔥 https://t.co/YdWpVrrsbd
57,@twenytwenyvzn @ChloeMetcalfe92 I'll tell everyone about it tomorrow!
58,"SCAMMER @ChloeMetcalfe92 ⚠️⚠️⚠️

Friends who organize the NFT project wrote to me. They paid him money for a promotional tweet, but he stopped contacting them! I think the public should know about this! Be careful!

BLOCK @ChloeMetcalfe92 and comment ""FRAUD"" under his tweets!"
59,In 2 hours I change someone's life
60,For what reason do you love NFT?
