,0
0,https://t.co/nTJWG0SQ0A
1,I...may have watched too much curling during the Olympics. https://t.co/VVYKrQbEJf
2,@altaccount4jo @ETHMovie You'll want to lock up your eth via the contract on their website and you will get rETH in return. You *can* just swap ETH for rETH on something like uniswap but that wouldn't have the same effect of actually adding stake to the network.
3,"@altaccount4jo @ETHMovie The network issues the rewards as incentive for people to stake. It's beneficial for the network to have as many people staking as possible when the merge happens (there's already 10M+ staked). After the merge, stakers will start to receive tx tips in addition to network rewards."
4,"@altaccount4jo @ETHMovie To be clear, you don't need to wait for the merge to start staking. Do it now, preferably with a decentralized service like Rocket Pool, or on your own if you have enough eth."
5,"@EricZ116 Doing if for publicity/visibility, not necessarily to be funny."
6,@196navin It's an ERC-20 token. It uses an Ethereum address.
7,"Wordle 248 4/6

A work of art:

🟨⬛🟨⬛🟨
⬛⬛🟨⬛⬛
🟨🟨🟨🟨🟨
🟩🟩🟩🟩🟩"
8,"@ABVatl drink and @doodles. 

Just sayin'."
9,"Definitely a ""remember where you were when you heard the news"" moment for anyone around then. (Mexico, at a friend's wedding).

Great reporting. https://t.co/6eFqACZQF1"
10,I know you can do it @sassal0x 😂 https://t.co/zc81hjECya
11,@janecoaston Can't believe they haven't changed their name yet. So insensitive.
12,"I know they are sold by a third party on Amazon. And the 24 pack on Amazon is $111 so it's not an economy of scale thing either.

Still doesn't make sense. Is there any other somewhat basic product that is nearly 2x the price on Amazon?"
13,"Has any business/tennis journo looked intoo why tennis balls on Amazon are WAY more expensive than other retailers (Costco, Tennis Warehouse, et al)?  This isn't a supply chain thing, it's always been this way. Case of 24 on TW vs. case of 12 on Amazon: https://t.co/Kr7qTO2Z9M"
14,"@art_pleb Nothing is wrong with the client itself. The issue is that too many validators are using it i.e. it's a centralization risk. If something were to go wrong with this client and &gt; 50% of the network are using it, it could be trouble (and &gt; 66% big trouble). We need diversification."
15,RT @superphiz: .@coinbase and @krakensupport hold 78k out of 296k validators on the Ethereum beacon chain and they're running @prylabs with…
16,@AceAnbender This was the game I learned that the 100k attendance streak was a sham.
17,aka the unsunk cost fallacy https://t.co/CChwSsY1w2
18,RT @actioncookbook: finally a halftime show for the generation who had a six-disc CD changer in the trunk
19,🎶Pinky ring worth about fiddy 🎶 https://t.co/frvSDRAytH
20,"Heard this somewhere before:

https://t.co/afwuu2lJXc https://t.co/5MKzAcjoJ4"
21,"@kashhill Enjoyed the article. A bit confused about this tweet though, because in the full piece it says, ""Within two hours of my putting all the trackers in our car, my husband, who has an iPhone, got an alert about the AirTag, after running an errand.""

Is this a different alert?"
22,"@Aegeri1 @DrJeremyTeuton Nobody's arguing that there's not fraud or spam out there, and nobody is cheering those people on. But raging against the medium itself might end up looking like those who resisted email technology in 1990 for the same reasons."
23,@DrJeremyTeuton @Aegeri1 https://t.co/Hgmq8mxcdH
24,"RT @RAC: ok so you hate NFTs. 
cool, let's talk about it. 

i'm not gonna convince you, but at least i can offer the perspective of an arti…"
25,"@Aegeri1 It's sort of unbelievable that this could be anyone's takeaway from that video, but alright, person with 0 followers who recently rejoined Twitter apparently for the sole purpose of ragetweeting about NFTs. You do you. 👍"
26,@umhoops Also cannot even accurately explain what is happening in front of his face which is like..his job?
27,"@StudioNanoooo @poopie @evankeast @burnttoast @doodles Congrats, @poopie. Looks like you finally cracked that Chinese numerology code you were working on with crypto kitties 😁"
28,"@cryptosarusREX @Ledger Yes. Whether your tokens/NFTs are in a cold or hot wallet has no impact on other people/project teams being able to see which tokens you hold, and doesn't affect your ability to receive tokens.

Also don't ever write the word met@ m@sk in a tweet, it just invites scammers."
29,@dmihal #justthetips
