,0
0,"RT @Iam0xB0B: - @NFTCryptoChicks starting to look strong again. Number listed is decreasing even after the big Opensea delisting

Supply is…"
1,"@bettertorun @NFTCryptoChicks I have been following your posts in order to get ""balanced views"" on the situation. You asked the community to follow you for ""news"" on the project. Is this GIF that ""news""?

I read your posts to hear differering viewpoints, but you posting this has shown your true motivations."
2,"So woke up to all this @NFTCryptoChicks drama.

A case of plagiarism with malious intent, or just an aspiring artist following YouTube tutorials?

https://t.co/F2t0rEknkj

Will be interesting to see how the dust settles on this."
3,"@BigJetTVLies Jerry became a national folklore legend today. A part of British pop culture. The ""Jackie Weaver"" of 2022. Big Jet TV just became a household name.

I'm not sure what your weird beef is. But the court of public opinion has just spoken, and they like Big Jet TV."
4,@WardenChas @iamDCinvestor Only 2 out of 5? Very optimistic.
5,"RT @_loftyquest: Wait!!!! @Crypto__Chicks did a podcast with @Meta 👀👀👀👀! Hold on everyone, we in for a rideeeeee! #WomenInNFTs https://t.co…"
6,"@iamtexture Just kidding, they'll be fine, dude is loaded. https://t.co/b9JGkpuvKk"
7,"RT @hudsonjameson: The situation with Brantly has a lot of layers. I think there were people who yelled ""mob"" &amp; ""cancel culture"" too early…"
8,"@JonJimbo2 @XrictocKonomic @BTC_Archive Americans always assume everyone on the Internet is also American. It's kind of cute watching them get confused.

The number of times an American has insisted that US laws/taxes/regulations apply to me without even asking where I'm from..."
9,"@PetrovichKolya @ethereansinfo @sassal0x I think it's quite funny to get ratio'd.

He accused me of authoritarianism/subjugation when I defended his freedom to speak. That doesn't even make sense.

I thought better of entering into a dictionary quoting debate though. We all have Google right?"
10,RT @Nogoodtwts: @bitcoin4bernie @nicksdjohnson https://t.co/mB09njXmpp
11,"@ethereansinfo @sassal0x As far as I can see, everybody in this debate was able to exercise their freedom using the definition you just provided.

But thanks for the additional clarity on the dictionary definition of freedom, I feel it was really pertinent here."
12,"@jdcc_inc @ethereansinfo @sassal0x Exactly.

Nothing has been censored.

The comments are filled with the views of both sides. In fact today seems to be a victory for free speech advocates."
13,"@ethereansinfo @sassal0x Today was a victory for freedom.

The freedom for me to challenge his opinion. The freedom for you to critisise their decision to terminate his contract.

The freedom for True Names Ltd to make a decision in the best interests of their business, taking into account both views."
14,"@sassal0x It was a pretty good day today for ""democratised finace"" in my opinion."
15,"@_axtina @nicksdjohnson @ensdomains Most of the stuff he was saying could not be described as a religious stance. In many countries it would be classified as hate speech and a crime.

This isn't about religion, he just tried to play that card to save his skin.

I know Catholics and they don't say those things."
16,"Web3 is for everybody. Glad to see the ENS team stepping up here.

A number of prominent crypto influencers tried to frame people calling out hate speech as ""wokies"".

Web3 is censorship resistant. Valid critism of hate can't be silenced by branding it ""woke culture"". https://t.co/KuJan1NS3X"
17,@kgseventhrees @nicksdjohnson @BrantlyMillegan @ensdomains I'm not sure anyone is saying that he did? 🤷‍♀️
18,"@nicksdjohnson @BrantlyMillegan @ensdomains Isn't this just textbook whataboutism? 

He was called out for publicly persecuting groups of people, but now claims to be the one being persecuted.

No one even mentioned his religion as being an issue here, only his words."
