,0
0,"@harvmcmBLOCKS move over AB, there’s a new BLOCKS in town 🤠"
1,@PuffYatty @harvmcmBLOCKS
2,@0xf142 @ellaorten yes
3,"RT @harvmcmBLOCKS: BLOCKS holders!! We have our first bonus for u coming tomorrow, we treating u all under a week after our launch 🥵"
4,@shamanzs wen @shamanzs x @harvmcmBLOCKS 🥺👉👈
5,@topshotkief let’s rideeeee
6,@waxy_nft beautiful pfp friend
7,@harvmcmBLOCKS LFGGG! locked and loaded 🤩 https://t.co/LZFbz7CjiF
8,@Zeneca_33 yes
9,@davetookthese dm me
10,@harvmcmBLOCKS great way to run a great community. so excited for things to come 🎉
11,"won an auction and picked up this beauty from @harvmcmBLOCKS 
https://t.co/d5P5fhH6gW"
12,RT @harvmcmBLOCKS: SOLD OUTTTT
13,@GirlWhoShivers gm tech ☀️ https://t.co/04wt31X2EU
14,@cooItimes @harvmcmBLOCKS @GroguV_eth @diznoETH @guy_texan
15,"RT @cooItimes: FLASH GIVEAWAY! 👀

I’m raffling off 1 mint spot for @harvmcmBLOCKS 

RULES
✅Follow @harvmcmBLOCKS &amp; @cooItimes 
✅Retweet &amp; L…"
16,"RT @harvmcmBLOCKS: BLOCKSLIST MINTING IS NOW LIVE 

https://t.co/Ku1vXGZ72L https://t.co/gzGnFtd6z3"
17,"RT @diznoETH: Dented Feels NFT @DentedFeelsNFT was a top-tier example for why you shouldn't rush a project.

I was on the WL, and the mint…"
18,@yup_io yup hgrey.eth
19,"RT @yup_io: 🥳 Yup is coming to Polygon 🥳

Today, we write the next chapter of the Yup story. 

We have begun migrating $YUP and the Yup pro…"
20,RT @creatureNFT: CREATURE KEYNOTE https://t.co/Lp3zyFX9by
21,@dannycoleee good evening friend 👋
22,pain.
23,@ArtHouseGarbage so tough. sold my frontier black box  for .9 and right before the stellar key. L’s are equally as important as W’s and worthy of being shared
24,all soon as i sell something i 10000% root for it to crash and burn
25,held for months and sold the day before the rocket i FUCKING suck at this https://t.co/pNrt8DCp99
26,best $2 i’ve ever spent https://t.co/A5CTECq7gH
27,i love you all and i love my creatures a lil extra
28,@the_x2y2 exactly 12 hours or around then??
29,"RT @benbauchau: First #PortfolioDay of 2022! 🙌

I'm Ben, an illustrator from Belgium and
I love to explore surreal worlds in my drawings 👀…"
30,@itstylersays @the_x2y2 12-18 hours estimate ofc in the middle of the night
31,bruh in the middle of the fucking night https://t.co/yXVyZfQATb
32,@ABigThingBadly @nbatopshot me hopping right back in the queue after wasting $50 on 4 60ks and a trash rising stars https://t.co/iYLZUt6p5W
33,@sloanxkettering hi friend
34,gary trent jr is a pure hooper
35,have a full set fwiw 😎
36,@wabdoteth sir is it more optimal to have my pixl pets in different wallets or all together in one wallet?
37,"RT @DentedFeelsNFT: Lost in space, just trying to find my way through life. 🌌🪐🌎

Giving away 20 whitelist spots for you to join the journey…"
38,@colormonsterNFT @GroguV_eth @diznoETH
39,"RT @despereauxart: 🌱  Part 1: Youthful Summons // NFT Collection

It is with great pleasure and curiosity that I am sharing my art and my s…"
40,@AnataNFT LFGGGG
41,"RT @AnataNFT: Anata NFT = 1k female &amp; 1k male Live2D Vtuber avatars, featuring hundreds of hand-crafted traits, emotes, outfits and more!…"
42,"the correct answer is $20

the point is to highlight how every trade is an individual event. 

buying the same NFT/collection back at a higher price seems like a bad trade or seems like taking a loss  but every trade is independent https://t.co/cK0EiqF8K8"
43,definitely smoked this before https://t.co/okQRRnVJ9U
44,"simple morning thought experiment:

a man buys a cow for $50, then sells it for $60

he then buys the same cow back for $70. he later sells it for $80

how much did the man profit?"
45,lfg https://t.co/FlD1t5tz47
46,"RT @viaMover: Ohmies, it's time. @OlympusDAO @OlympusGrants get to use your $gOHM natively as a card top up method. https://t.co/4j6E3pHfiW"
47,@TheCharGuitar @ThinkAboutIt317 @Daaylight1 @Thr33Fish and hating on crypto/blockchain lmfao that’s really tough https://t.co/COOWU1mIfQ
48,RT @ppmctweets: Hide your wives. He's back. https://t.co/DVRUmYAz5S
49,RT @sighduck: 🔥 I was bored and quickly whipped up this graphic to help newcomers who might be unsure of what to do with their pet or how i…
50,"RT @RubberDuckBP: opening discord for 10m if this gets 1,000 retweets"
51,@ImJosefRakich everyone shilling adderall when the real alfa is vyvanse sir
52,@conquerlabs hi
53,RT @conquerlabs: .... .- ...- . / - .... . / ... .. --. -. .- .-.. ... / ..-. .. -. .- .-.. .-.. -.-- / .-. . .- -.-. .... . -.. / -.-- ---…
54,"RT @coolcatsnft: 💙🐱🥚 COOLTOPIA OPENS TOMORROW @ 12PM EST🥚🐱💙

more deets to come later today stay tuned!!!"
55,@DelNFT @0x0000G @DelNFT and @0x0000G https://t.co/fVpw1aA7nJ
56,@rexwub 1 eth
57,hi @coinbase
58,RT @humpstyles: finally finished with my @InvsbleFriends rainbow beam animation. #InvisibleFriends https://t.co/pkJ1vk1TMW
59,"RT @gainzxbt: A day in the life of an elite crypto trader
&gt; wake up
&gt; get high
&gt; order uber eats
&gt; turn on anime
&gt; get high again
&gt; check t…"
60,"imagine an airdrop based on how many fortnite skins you’ve ever bought

i’d be rich https://t.co/x8hZttLPkr"
61,@NonFungibleTom_ @creatureNFT 🥂
62,@GrassettiBot hi @DelNFT
63,RT @DeezeFi: Oh my it is real
64,@TheDriews happy birthday king 👑
65,RT @3landersNFT: We are so honored to welcome one of our all-time favorite projects and communities into 3Land as official friends! @creatu…
66,"RT @cmsintern: @Tree_of_Alpha @coinbase @brian_armstrong I had the same reaction when I found out

But there’s nothing you can do

Even dis…"
67,@bryanbrinkman 👋
68,LETS GOOOOOO https://t.co/edgKXjOLWw https://t.co/Z5LtAgKVvZ
69,palms sweaty it’s almost time
70,@cobie 3
71,"RT @Jiran_z: These NFT drops that keep delaying because ""bot attackooors"" and trying to make things ""fair"" are just pissing everyone off, c…"
72,nvm lol https://t.co/7aKrCsXEZx
73,i’m custom gassing the hell out of cool pets and risking it… LETS RIDE
74,RT @HerbertElayda: @BleacherReport https://t.co/MLJ6HvrRSG
75,RT @andrwwang: Join me in my Space! https://t.co/ySvl5hZTkL
76,https://t.co/gUbSA6oNoE
77,the world owes us at least one more steph v cp3 playoff series
78,@PRINTMYMINT Creatures
79,the cool cats website's music soooooooo good
80,@NightkidsNFT simple sleek and beanies
81,@sayinshallah https://t.co/0C2TDIlsTC
82,"RT @creatureNFT: GOOD MORNING 🌞 

@GQMagazine 

https://t.co/ZSayu4zYFh"
83,THTTTTTTT
84,"THE WORLD LOOKS FOR ME
by @dannycole

https://t.co/KbOiuLGvqY https://t.co/GTEAMK7txp"
85,marg alpha next https://t.co/f4LgNCS9jQ
86,RT @loomdart: LFG ARREST ALL BEARS
87,free alpha on how to make the perfect mimosas https://t.co/DU7Ccr18g4
88,"RT @Awawat_Trades: You sold your ETH to Su Zhu, anon https://t.co/8MfUlc7OW1"
89,"RT @ThePixlverse: A Deity has awoken...

Engage with this post for an extra chance at being chosen as its master

Pre-sale tomorrow @ 4PM E…"
90,RT @creatureNFT: TONIGHT 🎨 https://t.co/w9aUlcTvTO
91,okay and you know the colors absolutely slap
92,"today i acquired another @creatureNFT @dannycoleee 

after one look i knew this beautiful soul had to be mine

the combo of arms/outline/telescope that obscures the perfect circle is poetically symbolic

the perfect imperfect creature, #7264 https://t.co/UcJCGxl4Zx"
93,@DanVerno hi @GirlWhoShivers
94,@Allie_Ruiz 👀 https://t.co/ntyIFmCArS
95,@maitrishahhhh 👋 me please
96,1 sappy seal = 1 generation of wealth
97,@coolcatsnft LFFFFGGGGGGGGGG
98,RT @coolcatsnft: 12 hours to go… we will see you all in cooltopia soon! 🐱💙🥚 https://t.co/qNFFOlp2dX
99,@0xAnigan @laf0nd @LeahLundqvist @diznoETH
