,0
0,"RT @lexfridman: Both Russia and United States have over 1 thousand high-alert, launch-ready nuclear warheads.

I hope we never see a world…"
1,when you get rich illegally then prove you can get rich legally https://t.co/FdRJfToW9u
2,#NewProfilePic @PlatyPunks_Real 🥶 https://t.co/iZbQFFfJxx
3,like this if you’re at least champ 1 in @RocketLeague 👀
4,@thekerestykrab literally where’s tfue when you need him
5,what is this headline https://t.co/HhwgG6xZ97
6,"NO ACCOUNT SHOULD HAVE LESS THAN 1K FOLLOWERS👀

DROP AN EMOJI DOWN BELOW AND FOLLOW EVERYONE WHO LIKES IT🤝

RETWEET SO IT FORMS A CHAIN OF REACTION🚨"
7,@frshaww 🍑
8,@RyinzWFR IFB 👀👀
9,"@apunkwall jesus bro, yes you could"
10,i’m so mad bro fuck fortnite  bullshit ass game stupid loser trash ass game i’m sick of being so dog shit
11,RT @SomOfElChapo: WTF!!!! THIS IS INSANE PLATY POSSE came through BIG with the #NFT  giveaway! @PlatyPunks_Real much love to this project I…
12,"lots of positive feedback on my last single “eternity” 🙏🏼 

check it out 🤬

https://t.co/EgN92yUIg4 https://t.co/LmsSy3kWiH"
13,RT @FittsBryce: Donda 2 mp3s flooding the streets like crack in the 80s
14,RT @TimJDillon: HAHAHAHAHAHAHHAHAHAHAHAHAHAHHAHAHAHAHAHAAHAHAHAAHHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
15,juice wrld
16,RT @MikerophoneNFL: With the 1st pick of the World War III Draft. The United States selects _____ https://t.co/ZHliaXqcIh
17,"RT @PlatyPunks_Real: Burning nearly 1/3 of our supply this Friday🔥 

All unsold Platys will be burned this Friday following opensea’s migra…"
18,@AdrianStresow @PlatyPunks_Real @jpegplug @ChainLinkHitman
19,"RT @AdrianStresow: PLATY PUNKS NFT GIVEAWAY! 

Prize: 1 Platy Punk NFT 🎁

✅ First project to sponsor a NASCAR driver
✅ Bloomberg article
✅…"
20,what nft under .2 will moon?
21,eternity [prod. nick vega] by JAKE SHAW on #SoundCloud https://t.co/GvQa7f30bU
22,damn is that a threat? 😳 https://t.co/Ent8f88vMt
23,@robtswthrayguns jeffrey epstein and ghislaine maxwell
24,"you’re right, he’s simply an artist… stop putting musicians in boxes 2022 https://t.co/jHRXlwTF9G"
25,"RT @DerivativeApes: Breakdown of Society of Deranged Apes (Feb. 25, 2022) ⬇️

- Maximum can claim for all current SODAs
- Claiming will be…"
26,"RT @ihyjuju: i remember i was ugly, shy, bitchless, and broke. im still all 4 im just thinkin bout last week"
27,is Bar Rescue the best show of all time ?
28,@casanova_queenn a bowl of nails… without any milk
