,0
0,@NFTFutureNFT 🙏 ❤️
1,@HeyItsJustMike @opensea @DooggiesNFT Hey! No spamming yet.
2,@thingdoms Things are hungry!
3,"Hey @opensea, please help us #freethedooggies! We have a lot of good to do.

Sincerely, @DooggiesNFT Family https://t.co/JCnoGXJByI"
4,"RT @MailOnline: 🔴 Horrific reality of Putin's Ukraine invasion:

+ Heart-wrenching pictures capture the death of an innocent six-year-old c…"
5,@SpeculatorArt I'm hoping between 5 and 6. I'd need to flip my metahero identity to get one!
6,"RT @travisakers: Pravda Brewery, based in Lviv, Ukraine, has suspended its beer brewing operations and is now making Molotov cocktails for…"
7,RT @YourAnonOne: Russian state TV channels have been hacked and are broadcasting the reality of what is happening in #Ukraine.
8,Hey @thingdoms fam! My little sis @shaaayna_xo bought her very first NFT 2day and she chose this guy! Can we get her some follows &amp; convince her to change her profile pic?!? https://t.co/W85QtKIM0l
9,@BLUEOR1G1N @Crypto_Skulls Wow love to see it!!
10,@JohnStamos @Crypto_Skulls Welcome @JohnStamos! We dig ya 💀🤝 💀 https://t.co/fUS7pmRhZu
11,RT @JohnStamos: Just skulled in to the boneyard #skullnation @Crypto_Skulls
12,"RT @sapitonmix: Hey, world, this war is not about Ukraine. It's about all of you. Let me – as a tech editor at Forbes Ukraine – explain it…"
13,@Nvember8 @Web3Eye @MobLandHQ Come check us out in the Wolf Pack and we'll be happy to answer any of your questions! We're all equal in our pack. https://t.co/ZVPvaeTzzD
14,"RT @MineNationsNFT: This is our first Whitelist Giveaway❤️! Ensure that you've invited two people to our discord, and like and retweet this…"
15,"RT @BLUEOR1G1N: Speak your truths.
The rest will sort itself out."
16,@DegenApeLife @CryptoDadsNFT @opensea That sh*t is crazy @opensea! Wow!!
17,@dkm14 I’ll gift you one of my personal @DooggiesNFT if he can find his way into your profile pic for a week! https://t.co/mLy7hpbNuo
18,I’m now officially in the @skuxxverse squad! https://t.co/GhNcrLs5cJ
