,0
0,@farokh Bookmarked ✅
1,@M33FKSS Thanks meef
2,Sometimes I jus be sad and shit
3,"@ashrobinqt He’s recording infront of a rolls royce, surely he knows what he’s talking about 😭🙏"
4,@ashrobinqt https://t.co/xHgzZaShZo
5,@TenzyXl @TBSnc4 @Hxndo3x @TheBigEdk @KarimTBH_ @FoulsLV @0M6RIFYY @Tylzr_ll @riseslol @we_hit_doesss @Txp1c15 @NoirBTW @DeaDArham25 @NyndeeKK @qtArrival @Arr7aga @MrGrifs @MRGregFN @itsRettir @IzzlittFN @ufwvision @rehzianawick @YTCallmeTR @Ed @weloveyouzex Sorry I didn’t write this it was my evil twin
6,@TenzyXl @TBSnc4 @Hxndo3x @TheBigEdk @KarimTBH_ @FoulsLV @0M6RIFYY @Tylzr_ll @riseslol @we_hit_doesss @Txp1c15 @NoirBTW @DeaDArham25 @NyndeeKK @qtArrival @Arr7aga @MrGrifs @MRGregFN @itsRettir @IzzlittFN @ufwvision @rehzianawick @YTCallmeTR @Ed @weloveyouzex Tenzy shut yo bitch ass up u 18 play grif scrims everyday play every region and haven’t made a final in months
7,@TheBigEdk @Hxndo3x @KarimTBH_ @FoulsLV @0M6RIFYY @Tylzr_ll @riseslol @we_hit_doesss @Txp1c15 @NoirBTW @TenzyXl @DeaDArham25 @NyndeeKK @qtArrival @Arr7aga @MrGrifs @MRGregFN @itsRettir @IzzlittFN @ufwvision @rehzianawick @YTCallmeTR @Ed @weloveyouzex Ong shit ass mfs
8,@K_SMITH31 @RubberDuckBP not me 🥲
9,@tictacdotsol @DentedFeelsNFT @WeatheReportNFT Yes
10,Me tryna figure out if I should buy @DentedFeelsNFT or @WeatheReportNFT 😭🙏 https://t.co/99dk7tEVRh
11,@cooItimes Needed this boss
12,On my way to buy a bored punk 🤤🙏 https://t.co/cC2SDQE88H
13,@juda_juda_ @DiscoverXnft I’m stealing this 😭😭
14,@juda_juda_ @DiscoverXnft YOUR PFP IS SICK LOOOL
15,Man NFT content is so oversaturated now idek what to post bro 😔🙏
16,@hooliganxnft I think we know
17,@YourFellowArab 😭😭
18,@godzilla822 @WeatheReportNFT @Kry5tian_eth NFA 😭
19,"@MitcheIl @tjusticul @DemonicaNFT Azuki deriv, promising a P2E game, spamming the word “whitelist” and “discord invite” everywhere. No actual proof of building, the devs don’t have good track records. 🚩🚩🚩🚩🚩🚩🚩🚩"
20,"@tjusticul @MitcheIl @DemonicaNFT He just sold out JAC now he’s moving onto another project, no surprise."
21,@tjusticul @MitcheIl @DemonicaNFT 😭
22,@rexwub Rexy pamping his bags no surprise
23,"@rexwub If it’s multiple choice, the answer is always the longest one. 🤫"
24,bullish on @WeatheReportNFT (Rank 129) 😮‍💨 https://t.co/bw2mddIAGy
25,@tictacdotsol @WonderPals @robotosNFT @LittlelemonsNFT @ToyBoogers @deekaymotion @gmcafeNFT @CoolmanUniverse @coolcatsnft @uglysweatersnft @kumoxworld Love you bro
26,@chibiapegang You just don’t understand art 😮‍💨
27,Praying @WonderPals take me out the trenches 😭🙏
