,0
0,from the arts club straight to the airport
1,ser @nothingnyc to see here https://t.co/GraGBrUiKn
2,Nothing screams eclectic like bringing all the degens to the The Arts Club.
3,"@joyceyyc The process differs according to each artist, but the authenticity of an artwork is verified in consultation with world-recognised literature and/or expert on each artist, as well as careful checking of the provenance (i.e. sale and exhibition history) of the artwork."
4,"@joyceyyc Not fractional and no auction - single sale. Each artwork is vetted rigorously by the in-house art specialists, with certificates of authenticity, literature, provenance and conservation reports verified and uploaded to the NFT Deed."
5,@nftnoobbby why I don’t talk with mine anyone
6,"it costs 25 ETH to own a Banksy 
and 190 ETH to own a Picasso https://t.co/TKVtrldlWa https://t.co/cvg7ni7SQV"
7,apparently my drafts were so bad twitter wiped them out.
8,@crispylines can hear this tweet
9,@0xgaut tell them before crypto we had daft
10,"It might be that you are not into art, but a Picasso or a Banksy sold via NFT will never rug you - beats real estate when it comes to storage of value - backed by the real certified artwork, handled by a third party. No damage, shipping hassle or risk of robbery. DM to know more."
11,just because I identify as an NFT / jpeg doesn’t mean you can buy me easily.
12,@BeyondPowerNFT 🤍🤍
13,long on love &amp; kindness https://t.co/AkP0TFzS50
14,@shiraeis @nothingnyc 22-24 April
15,@0xgaut https://t.co/YZYELuqa9g
16,@0xGaryG @TwitterBlue 😶‍🌫️😶‍🌫️😶‍🌫️
17,"I’ve been nothing but kind - if you want to do @nothingnyc together reach out. To everyone else, don’t fall for traps. this is the only page when in doubt DM first. There’s already impersonators claiming to be affiliated. Stay safe wrong “party” can turn to trouble x"
18,"@andrewchen got your book for Christmas, must be good! :)"
19,@17ikoola @beijingdou @SaintBayview @seeapefollowape @PrestigeWW19 @VegabondETH @dadjudicator 🍑🍑
20,brb flying to HK to hang with chad 👩🏼👩🏻 @chadgelina @HotCryptoClub https://t.co/sKyv9Uxl0u
21,@rosedommu how you know someone is not all someone is
22,@SirRhett I’m him
23,lesson of the day: don't judge a degen by his profile.
24,"RT @partywithdirty: Just Trust Us: Blockchain Creative Labs at #SXSW, March 11-13 at 5th &amp; Trinity... RSVP: https://t.co/0iJ7E8RxzS

SX sup…"
25,@meleern you just need the right sticks - matches
26,@meleern I don’t do weddings
27,@meleern yes
28,TedTalk with some extra seats for my @InvsbleFriends @ ETHDenver https://t.co/AMBhMOb12p
29,I’m speechless. We live in the future yet we still haven’t eradicate the “power at all cost” mentality. We should be able to revoke power from those who have failed to show responsibility over it.Politics needs remodelling. Innocent lives will be lost once again #StandWithUkraine https://t.co/Lcx43skcGT
30,3 days later and follow requests for @nothingnyc still blowing up - i just let another 100 in. anons ok but no bio ngmi - NFT member passes sooon 👀
31,fries are hot but have you ever found talent at the corner of the club? @MASSIFLUX https://t.co/xZGVm4lQaM
32,dev are you up? https://t.co/XX504KB9bD
33,@ConejoCapital if ppl knew who I dated I’d get cancelled everytime it stops working
34,@ConejoCapital @jaiyagill she went with beep boop
35,@conlan @daveed07 why no DMs @conlan ?
36,@AsyncArt prob @0xArtCurated
37,RT @miaferrariii: you can tell many have lost their taste with covid by the stuff that comes up on opensea
38,@amaan_jaikishan @HotCryptoClub @nothingnyc @HumansAMC @lilmiquela 🙈 where what I don’t see it
39,"AI girl that doesn’t come with charger yet always has energy. 

cc: @HotCryptoClub @nothingnyc @HumansAMC https://t.co/bRbgh18zAV"
40,@mattmedved @michaelbouhanna @Sothebys should have tagged @Sothebysverse ✨
41,@StaniKulechov 🔥🔥🔥
42,"RT @CryptoBlondies: Blondies NFTs you can follow with different countries, zodiac, interests
@blondienicolee italian 
@blondiescarle brasil…"
43,pov @HotCryptoClub is actually a reversed ponzi. If the looks get diluted with too many hotties the community can indeed vote you out.
44,@Fwiz @polygonstudios @supercultureio way better than what you gave @ ETHDenver
45,ethdenver fun activities included reading my drafts to @thebentaytay and @joogz6 on our way to temple ✨
46,girl who would swap food for wifi https://t.co/TZZPM96MaH
47,@kirillzzy @nothingnyc it's a video of you @nothingnyc
48,if you guys don’t stop @nothingnyc will have more follow requests than Kanye
49,thought £5 for wifi on air was a bargain till I realised it doesn’t actually work
50,"somehow landed on love island side of CT, can devs do something?"
51,@nothingnyc @kirillzzy pew pew pew
52,haven’t kissed anyone in months don’t @ me lol ..can play nurse though @HotCryptoClub @nothingnyc https://t.co/Wrm2uus0wd
53,@rohanrkumar @__mihir @nothingnyc @jaiyagill @thebentaytay by now his probably taken
54,@MarcMorales94 @nothingnyc @jaiyagill @thebentaytay @__mihir said hi to @harmonyprotocol every day 💙
55,mobbed https://t.co/a3myKzB2Bj
56,what is happening rn @nothingnyc @hotcryptoclub https://t.co/Dz0cJfmweC
57,@eip1559 @jaiyagill @nothingnyc @thebentaytay @__mihir at @nothingnyc yes at @hotcryptoclub depends on the role
58,@Quan girlinasuitcase is the next @companioninabox
59,@0xgaut what’s the expire date for this one
60,girl who sits in the suitcase to close it.
61,start hot crypto club? @nothingnyc
62,@nothingnyc @jaiyagill @thebentaytay @__mihir setting up @__mihir onlyfans account AMA
63,@Sebyverse @nothingnyc @jaiyagill @thebentaytay @__mihir you forgot bout us
64,@xJawz @__mihir @nothingnyc @jaiyagill @thebentaytay he quit hollywood to join crypto
65,@kansai_gaijin @nothingnyc @jaiyagill @thebentaytay @__mihir we melt it for ya
66,@ConejoCapital @nothingnyc @jaiyagill @thebentaytay @__mihir get a rooooom
67,@kanakhey @nothingnyc @jaiyagill @thebentaytay @__mihir yea but you might get in ;)
68,@Sheahan_J @nothingnyc @jaiyagill @thebentaytay @__mihir ugh she doesn’t even go here
69,@JeanLuc_koji @nothingnyc @jaiyagill @thebentaytay @__mihir @webby2011 we gotta vote submit your photos
70,@xJawz @__mihir @nothingnyc @jaiyagill @thebentaytay 🥵🥵
71,@GumboBTC @nothingnyc @jaiyagill @thebentaytay @__mihir @gainzxbt the one hiding behind
72,@altutar @jaiyagill @nothingnyc @thebentaytay @__mihir you getting fomo :)
73,welcome to hot crypto club @nothingnyc https://t.co/cCxXdmIf52
74,RT @MiaFerrariMusic: It’s been 3 years since I started..and stopped. 3 months as a music artist I’ll never forget 🤍  https://t.co/Ta4EFLpFF0
75,ig stories last longer than @0xgaut tweets
76,ran out of wristbands - more later at the Temple party - request to save in advance #SXSW2022 #ETHDenver
