,0
0,@ThePlagueNFT #828 🤝
1,"RT @_kwux_: Decided I’d been sitting on my @ThePixlverse Pixl Pets for long enough and went in to hatch one of my 16 eggs. 

Second egg I h…"
2,RT @beeple: STAND WITH UKRAINE https://t.co/g0Q9l23v59
3,...so what do i tell my girl when she eventually walks in on me whispering the @RooTroopNFT anthem to myself? https://t.co/I03RzO0EC0
4,@MorganStoneee @cowboy1134 @GlobetrotterJWB @StenitJerome
5,RT @MorganStoneee: Sometime in the next 3 hours I'll be giving away a WL spot to a mega-hyped project that's minting tomorrow and already h…
6,@MoistMansion @RooTroopNFT there might've been some hints at an airdrop for the most hardcore roos among us 👀... but that's just scraping the surface and i wouldn't do @MorganStoneee any justice... wait for the recording! 👏
7,i'll say it again: SUPER BULLISH the @RooTroopNFT founders. hope there's a recording of tonight's spaces for those that missed out cuz bruh 😓
8,@RooTroopNFT @GlobetrotterJWB @cowboy1134 @ShibArmyCommand
9,"RT @RooTroopNFT: Live now with huge alpha leaks + giveaways ↙️

🌳 RT &amp; Like
🌳 Follow @RooTroopNFT 
🌳 Tag 3 friends
🌳 Be in the Spaces when…"
10,Rooty ROOO!! So much faith in the founders of this project. What a crazy day. #roofollowroo https://t.co/RHeI71HTfV
11,#SHIB has already flipped doge in the past and it will happen again. you're either in or you're not. few.
